YearStart,LocationDesc,Age,Gender,RaceEthnicity,Data_Value,Sample_Size
2017,30,0,1,5,2.25,6305
2017,37,2,1,5,1.87,3176
2016,49,0,2,5,4.46,8588
2017,30,0,2,1,1.79,180
2016,15,2,1,1,0.92,270
2017,28,3,1,0,2.14,3053
2015,45,1,1,4,0.001,50
2017,2,1,1,0,1.05,975
2016,18,1,1,5,1.01,3990
2017,34,3,0,1,1.44,850
2017,7,2,0,3,1.47,1443
2016,8,1,2,5,0.94,451
2017,36,5,1,2,24.37,84
2016,26,1,0,6,1.14,579
2016,26,4,0,0,5.4,10689
2017,1,2,1,2,2.09,1436
2015,48,2,0,0,1.2,19193
2017,4,1,1,2,3.7,422
2017,26,2,0,0,0.97,16168
2017,4,3,0,3,4.97,385
2017,12,3,0,1,0.79,1927
2015,0,0,1,0,2.3,1536836
2017,17,0,2,5,2.83,12195
2017,33,0,2,5,2.07,63805
2017,22,0,1,6,2.16,921
2015,47,2,1,5,1,7317
2017,21,0,0,5,1.87,34691
2017,15,2,2,3,0.92,593
2016,47,2,2,1,0.79,892
2016,12,3,1,5,2.06,597
2016,16,0,0,0,2.09,32106
2016,36,3,2,5,2.54,17695
2016,8,1,2,2,0.64,159
2016,4,3,2,0,3.6,5037
2017,3,1,2,6,1.14,384
2016,14,0,2,1,1.77,3084
2016,1,2,0,0,1.18,11820
2016,32,0,2,0,3.37,9661
2016,17,4,1,0,4.66,2222
2016,38,3,1,1,0.73,215
2016,2,2,1,5,0.62,554
2016,1,2,2,3,1.32,232
2016,43,0,1,5,3.24,25313
2016,41,1,0,2,1.29,2187
2016,19,3,0,0,4.49,14661
2017,7,1,0,5,0.38,4340
2016,16,5,2,5,14.63,730
2016,44,1,1,4,0.26,90
2017,12,2,0,6,2.02,1329
2017,1,2,1,5,1.52,3931
2015,51,5,1,5,25.8,38
2017,5,3,2,6,3.83,1596
2017,3,1,0,5,0.53,6043
2017,24,0,0,1,1.59,1579
2016,21,1,2,3,0.25,643
2016,25,3,2,0,3.97,5190
2017,33,2,1,2,1.22,3300
2016,21,0,0,6,1.49,1635
2016,5,1,0,4,1.67,407
2017,19,2,0,2,2.21,3351
2017,40,2,0,0,1.11,3004
2017,33,1,0,3,1.34,6913
2017,24,0,2,3,1.5,910
2016,13,3,0,0,3.61,5038
2016,5,0,2,2,3.08,8926
2017,22,1,2,6,0.15,370
2017,8,0,0,1,0.84,358
2016,11,2,0,0,1.55,26308
2016,34,1,1,5,1.09,6287
2016,41,0,1,3,2.24,1119
2016,14,0,1,3,1.26,7746
2016,47,0,0,3,1.24,5758
2017,16,5,0,5,15.26,988
2015,51,0,0,5,2.3,5043
2016,1,1,1,5,0.8,3127
2016,47,2,1,3,0.76,1066
2016,31,2,2,0,0.71,11042
2016,11,1,1,1,0.24,394
2016,14,5,1,5,11.85,927
2016,0,3,1,5,2.54,369344
2017,28,3,0,0,1.96,6157
2017,18,1,2,5,1.17,3852
2016,3,2,0,2,1.59,810
2016,33,5,2,2,14.3,348
2016,11,2,1,6,0.8,258
2016,44,1,0,0,0.84,61381
2016,33,2,2,6,2.11,809
2017,10,4,2,3,7.27,2986
2016,45,3,1,5,2.11,3426
2015,45,0,1,5,1.6,12206
2017,39,2,0,2,2.11,2576
2017,37,0,1,0,3.37,18413
2016,46,1,1,5,0.53,509
2016,13,5,2,0,20.66,202
2017,5,2,1,5,0.62,19639
2015,45,2,1,0,1.1,4436
2017,20,0,0,6,0.79,274
2015,47,0,0,6,1.9,2409
2016,36,2,1,2,1.68,1631
2016,36,4,0,3,9.67,210
2017,34,0,0,3,1.3,7078
2016,11,5,0,5,21.09,1388
2017,7,4,0,0,3.56,5991
2016,30,3,0,0,2.33,5022
2015,48,1,0,0,0.7,15250
2016,48,1,0,1,0.31,1061
2017,41,3,2,2,5.12,2034
2016,9,1,2,0,0.99,504
2017,38,2,0,6,1.34,551
2017,41,2,2,5,1.4,4218
2016,39,1,1,1,0.56,319
2016,15,2,2,0,1.31,8599
2017,33,5,2,3,16.86,233
2017,1,0,1,3,2.74,813
2017,31,4,0,2,6.64,1300
2017,24,2,1,6,0.29,175
2017,40,0,0,1,0.56,350
2016,29,5,1,5,12.83,153
2016,46,4,1,0,3.9,608
2016,7,1,0,5,0.29,4263
2016,33,2,2,2,1.07,3632
2017,6,1,1,6,0.17,261
2016,44,2,2,2,1.49,3604
2016,2,0,1,0,1.96,3607
2016,41,3,2,0,4.02,8447
2016,13,2,0,5,1.68,3240
2016,6,1,0,6,0.69,565
2017,8,4,1,0,3.39,895
2017,24,2,2,1,1.66,336
2015,50,0,2,5,1.9,25855
2017,5,1,2,1,0.41,4897
2015,48,4,1,3,10.2,145
2016,21,4,2,2,6.35,1266
2017,33,1,0,6,0.95,1733
2017,37,1,1,3,1.55,617
2016,1,4,2,5,6.53,3888
2017,22,0,2,0,2.13,36133
2016,12,5,0,0,11.58,442
2017,5,5,1,1,11.81,407
2016,32,0,1,5,2.8,3605
2016,43,1,2,3,0.9,456
2017,11,1,0,2,0.88,5683
2016,31,1,0,5,0.51,9737
2016,3,2,2,0,1.02,8614
2017,1,0,0,3,2.07,1520
2017,17,2,0,2,0.85,397
2017,26,2,2,2,0.89,646
2016,33,4,1,5,3.85,10789
2016,30,3,0,5,2.19,4760
2015,45,3,1,1,0.001,67
2016,45,3,0,0,2.44,8101
2015,46,4,2,5,3.1,585
2016,17,2,2,0,1.42,3612
2016,39,1,1,0,0.88,12609
2016,12,0,2,6,1.24,2155
2016,5,2,2,4,1.46,236
2016,49,3,2,5,4.9,2970
2017,31,1,1,6,0.12,418
2017,14,3,2,1,0.72,1031
2017,24,3,1,1,0.78,160
2017,6,0,2,0,2.08,28014
2016,15,0,2,2,4.06,2241
2016,6,2,2,3,1.53,1398
2016,6,0,0,5,2.04,40417
2016,44,3,2,2,4.28,4538
2016,36,5,0,0,15.81,3160
2016,11,3,2,1,1.35,633
2017,33,1,2,6,0.68,857
2016,22,2,2,5,0.78,6880
2016,1,3,2,2,6.18,2100
2016,36,0,2,3,2.51,1661
2016,10,3,0,1,1.51,1897
2016,44,4,0,0,7.15,37681
2017,9,0,0,0,4.07,6565
2016,34,1,0,6,0.81,1010
2016,45,2,0,5,1.06,7336
2015,49,4,1,0,8.5,1565
2016,23,1,1,0,0.85,9961
2016,23,3,0,5,2.3,29400
2016,0,2,0,4,1.87,8254
2017,34,4,1,2,8.06,1123
2016,16,1,2,0,0.55,3311
2017,11,2,2,3,0.79,1288
2016,48,0,2,5,2.65,27036
2016,34,0,0,1,1.95,2532
2016,9,4,0,2,6.66,513
2016,15,4,1,2,8.53,263
2016,0,1,2,2,0.95,32549
2016,20,2,0,0,1.32,2854
2015,50,3,0,5,1.7,19640
2016,1,4,0,2,9.95,1616
2017,40,4,0,5,3.98,1698
2015,50,0,0,2,2,2070
2016,3,2,1,1,1.35,335
2016,34,3,0,6,5.42,416
2016,1,2,0,5,0.98,7879
2015,47,4,1,2,7.1,738
2016,44,3,2,6,5.61,564
2017,10,5,0,0,15.12,6117
2017,7,3,1,2,4.26,463
2016,4,4,0,5,6.13,4643
2016,5,3,1,5,2.14,28575
2016,14,3,2,5,1.84,16264
2017,4,2,1,2,2.81,515
2016,38,0,2,6,3.04,828
2017,27,3,1,5,2.95,1477
2017,37,2,0,3,0.8,1072
2017,21,5,2,0,15.68,936
2017,34,0,1,0,2.48,48585
2017,24,0,0,5,1.79,48079
2016,10,3,2,1,0.53,1102
2017,11,0,1,3,1.38,3822
2017,37,1,1,2,0.97,292
2017,18,1,0,3,1.68,418
2016,37,2,2,0,2.23,4929
2016,42,0,2,5,2.19,3600
2016,46,5,0,5,15.61,146
2017,22,3,0,2,3.61,1189
2017,34,1,0,5,0.79,11934
2017,5,0,0,0,2.06,377575
2016,38,5,2,5,17.93,619
2017,20,1,0,0,0.52,2142
2017,21,1,1,3,0.83,737
2017,29,1,1,5,0.93,1171
2017,19,0,1,6,1.82,403
2017,14,1,0,6,0.25,1121
2016,37,1,2,5,1.1,2186
2016,0,4,0,2,8.53,43771
2017,41,2,2,3,1.16,384
2016,47,1,1,0,0.72,8730
2016,10,2,1,3,0.98,6082
2017,15,1,0,5,0.87,11160
2015,48,1,1,0,0.6,7824
2017,30,0,0,1,0.96,343
2016,22,2,0,2,0.92,1282
2016,23,1,0,1,0.24,503
2017,31,3,0,3,2.79,4312
2017,29,5,0,0,17.83,441
2017,27,1,0,5,0.73,1566
2017,4,2,0,0,2.05,7643
2016,22,1,0,0,0.65,12787
2017,28,2,0,0,1.44,5037
2017,36,5,0,2,20.56,269
2017,4,2,2,5,1.82,2784
2015,47,1,0,3,1.8,1823
2015,50,2,1,5,1,5840
2016,31,2,0,3,0.68,4509
2016,33,0,1,4,1.48,215
2016,37,0,0,1,0.92,560
2017,33,3,1,3,3.4,3763
2016,1,1,1,0,0.89,4916
2015,47,5,0,2,12.1,244
2017,14,4,1,3,8.01,466
2016,11,1,0,0,0.74,21247
2015,45,3,1,5,1.8,3430
2017,39,5,0,0,15.77,3704
2017,28,4,1,5,5.73,1412
2016,2,1,1,0,0.66,1008
2017,6,2,1,1,1.45,296
2016,51,3,1,5,2.88,897
2016,15,0,0,0,2.6,66262
2017,22,2,0,5,0.79,13822
2017,24,1,2,2,0.23,289
2015,48,0,1,3,2.4,3586
2017,33,2,1,5,0.97,15540
2017,40,3,0,0,2.65,3566
2016,11,5,2,5,22.85,929
2017,21,3,0,1,0.63,1385
2017,18,1,1,3,1.34,216
2016,1,2,1,2,1.71,1453
2016,15,2,1,0,1.59,8833
2017,39,5,0,5,15.44,3484
2017,21,0,1,0,1.67,28617
2016,19,3,0,2,6.33,4184
2017,33,0,1,6,2.08,2235
2016,0,4,1,3,8.05,15525
2017,29,4,0,3,8.47,404
2017,3,3,0,3,3.1,4851
2016,22,3,0,6,3.89,400
2016,50,5,1,5,10.46,548
2016,38,0,0,6,2.78,1642
2016,18,2,1,2,2.29,470
2017,24,1,2,6,0.05,287
2017,35,2,2,0,1.15,949
2016,13,2,1,5,1.98,1646
2017,14,2,2,6,1.56,352
2017,13,3,2,0,3.95,2578
2016,10,5,2,3,13.54,518
2017,15,1,0,0,0.85,14448
2016,27,1,0,0,0.68,2176
2017,10,5,1,0,12.95,2346
2017,26,2,1,3,1.39,353
2015,47,1,0,5,0.6,10320
2015,0,3,1,0,2.7,522673
2016,4,0,1,0,3.39,14413
2016,39,2,0,0,1.16,32331
2016,32,3,0,3,4.59,2327
2016,17,2,2,1,0.28,124
2016,12,1,1,3,0.32,260
2016,3,0,1,2,3.46,1241
2016,51,3,0,5,3.01,1753
2016,38,1,1,3,0.96,630
2016,5,1,1,1,0.39,5214
2017,38,2,2,3,0.57,687
2016,26,1,0,3,0.37,762
2016,43,0,0,0,3.27,65757
2017,25,3,1,2,6.27,1480
2016,11,3,0,2,3.98,8709
2017,21,3,2,2,2.97,2716
2016,43,3,1,2,4.7,1375
2015,47,3,0,6,3.3,430
2016,41,1,1,0,1.06,4665
2017,29,3,0,6,6.27,257
2017,39,4,1,2,5.73,484
2016,36,2,1,1,0.43,391
2016,46,0,2,0,2.29,3292
2017,22,3,1,0,2.08,11273
2015,48,3,0,1,2,1860
2017,7,4,2,5,3.42,2800
2016,17,3,2,5,2.4,4112
2016,38,4,0,0,5.48,7106
2017,18,0,0,3,1.43,1175
2016,10,1,1,5,0.7,8729
2017,21,1,0,3,1.17,1490
2017,16,0,2,2,1.72,313
2016,33,0,0,4,3.05,477
2016,37,3,2,2,3.99,311
2016,25,4,0,2,10.03,1296
2017,30,2,1,0,0.81,1750
2017,4,1,1,0,1.16,3312
2016,11,3,2,0,3.26,17359
2017,32,4,0,3,8.91,1021
2016,34,2,2,5,1.27,8037
2016,32,5,2,5,17.62,120
2015,47,2,0,0,1,23011
2017,14,4,2,2,8.33,1166
2017,11,1,2,1,0.29,401
2015,45,1,2,0,0.5,4114
2015,50,4,0,2,7.9,196
2016,41,3,1,0,3.91,7715
2016,24,0,1,4,3.1,381
2017,30,2,0,5,0.77,3019
2016,50,1,0,6,0.81,376
2016,44,4,0,5,5.61,25362
2016,6,1,0,5,0.4,7307
2015,51,5,0,5,26.9,103
2017,9,3,1,2,4.74,377
2016,46,1,0,0,0.5,1109
2017,20,5,2,0,15.79,229
2017,41,3,2,3,2.64,267
2017,31,0,1,5,1.71,26779
2017,13,5,0,5,19.53,316
2017,5,0,2,6,2,6805
2016,0,5,0,0,16.59,77461
2017,33,1,2,1,0.41,1588
2017,24,3,0,3,2.53,417
2017,31,1,0,0,0.69,17976
2017,32,1,2,0,0.93,1954
2017,18,4,0,5,7.53,7287
2016,46,3,0,5,2.48,2267
2015,0,4,0,4,10.5,3317
2016,29,3,2,1,2,499
2017,8,2,1,5,0.89,656
2016,47,3,1,0,2.43,14068
2016,7,4,0,3,6.26,261
2017,22,0,0,0,1.97,69635
2016,44,1,0,6,0.73,2076
2015,50,5,2,0,14.5,976
2017,26,2,0,6,0.49,376
2017,26,5,1,0,14.88,478
2016,29,1,2,0,2.3,2735
2016,20,0,1,0,2.03,6124
2016,5,1,0,6,0.82,4913
2017,10,0,1,2,2.79,11652
2016,50,0,1,2,2.57,1020
2017,35,0,0,3,0.07,181
2016,50,1,2,5,0.98,4769
2017,10,5,0,2,24.15,397
2016,41,4,0,2,8.88,1753
2016,39,3,1,5,2.35,19048
2016,24,4,2,5,3.68,4380
2016,47,3,0,2,3.68,4722
2017,35,1,0,4,0.33,149
2017,13,1,0,3,0.94,567
2016,36,4,1,5,4.8,8196
2016,21,4,1,2,5.77,891
2017,24,3,1,3,1.62,228
2017,6,1,1,2,0.6,176
2017,25,3,0,5,4.05,5814
2017,13,5,1,0,23.78,123
2016,37,2,1,4,0.47,452
2017,24,3,0,5,1.49,17151
2017,13,5,0,0,19.33,324
2017,25,2,0,2,1.74,2870
2016,28,3,1,5,2.65,2700
2017,37,4,0,0,7.43,5742
2016,26,0,0,4,5.96,249
2016,8,3,0,5,1.84,2257
2017,17,0,1,5,2.52,11786
2016,31,5,2,2,14.47,131
2016,38,5,1,5,12.08,344
2017,38,2,1,1,0.65,267
2016,40,0,0,2,2.03,484
2016,11,0,2,6,3.18,1166
2017,12,1,1,6,0.62,700
2015,48,3,2,0,2.7,12484
2017,31,5,2,5,17.29,1222
2017,17,0,2,2,1.62,538
2016,48,0,2,4,3.89,735
2016,37,0,0,3,2.67,3034
2016,16,3,1,5,2.08,4875
2017,39,1,1,0,0.76,12407
2016,43,1,0,0,0.87,13241
2017,12,0,1,5,1.87,1767
2016,6,5,0,0,18.6,1005
2017,23,2,1,0,1.11,12584
2017,23,1,1,2,0.65,918
2017,3,5,2,5,17.03,767
2017,14,1,2,5,0.37,7967
2016,26,0,1,0,2.48,30427
2016,10,0,2,3,2.7,21227
2016,3,1,0,4,0.92,1332
2016,8,0,1,0,2.04,4239
2016,0,1,0,5,0.65,375661
2016,18,0,0,3,2.01,1146
2016,20,0,0,0,2.45,12460
2016,25,3,1,0,4.51,4590
2015,46,5,0,5,21.8,173
2017,36,1,0,6,1.88,1249
2016,49,0,0,5,4.07,16654
2017,34,1,2,0,0.67,9979
2016,2,0,0,2,0.32,90
2016,44,1,1,2,0.63,2743
2017,14,4,0,1,6.04,634
2016,3,1,2,1,0.45,202
2017,13,1,1,5,0.84,1669
2017,26,1,0,3,0.71,671
2016,3,0,2,2,2.8,1131
2017,1,5,1,5,17.43,292
2017,18,0,2,6,3.34,425
2017,39,5,2,0,16.17,2481
2017,18,5,0,0,21.38,989
2015,48,4,0,5,4.4,9827
2017,29,3,2,5,2.93,2740
2016,43,5,2,5,21,841
2016,1,0,2,0,3.43,24748
2016,14,0,1,5,2.05,43565
2016,32,0,2,3,3.5,3792
2016,5,1,2,3,0.79,18488
2016,32,1,2,5,1.13,499
2016,0,4,2,6,9.46,3022
2016,27,5,2,5,17.64,140
2017,22,2,1,1,0.61,846
2016,31,0,0,0,1.96,87279
2017,4,0,0,2,4.16,3761
2016,33,2,1,1,0.52,2668
2017,23,2,2,0,1.42,12105
2017,39,0,0,0,2.51,127433
2016,11,0,0,6,2.61,2218
2016,0,2,2,0,1.21,412528
2017,37,2,0,0,1.95,10137
2017,17,2,2,0,1.36,3621
2017,13,2,1,3,1.17,268
2017,23,2,0,0,1.26,24689
2017,14,5,0,5,14.83,2680
2016,18,1,0,5,0.99,7766
2016,19,4,1,5,6.3,2549
2017,18,1,2,2,1.46,303
2017,16,3,1,0,1.75,5141
2017,28,0,0,6,1.4,389
2016,39,0,1,1,1.01,1511
2016,30,0,2,0,2.3,6723
2017,22,4,1,5,3.34,4613
2016,0,5,1,6,18.98,209
2017,19,0,0,5,2.94,27969
2016,22,5,1,5,14.24,578
2016,8,2,1,5,1.15,684
2016,4,3,0,2,6.43,1322
2017,5,4,0,2,7.91,2733
2016,29,3,1,2,5.13,335
2016,46,3,1,0,2.6,1135
2016,9,2,0,0,0.74,2830
2016,25,1,2,2,1.35,1226
2015,47,3,1,0,2.3,13999
2016,41,3,0,3,3.26,454
2017,1,2,1,0,1.79,5871
2017,19,1,2,2,1.62,1307
2017,29,0,1,1,2.08,1000
2016,47,0,2,1,1.55,2764
2016,16,2,1,0,1.32,4151
2016,13,5,1,0,13.93,130
2016,3,4,1,5,4.96,4665
2017,37,4,0,5,6.5,4731
2016,25,1,0,0,0.82,6207
2016,10,4,1,0,5.28,19352
2016,11,1,2,6,1.87,521
2017,5,3,0,6,3.62,3141
2016,42,4,1,5,4.58,626
2016,48,1,0,2,0.64,431
2016,18,0,1,3,1.88,618
2017,29,0,2,1,1.07,1374
2017,9,2,2,0,3.64,1577
2017,23,2,0,6,1.5,630
2016,5,1,1,3,0.98,19779
2016,41,0,1,6,2.52,441
2017,38,4,1,5,4.61,3361
2017,21,2,0,6,1.1,498
2016,26,0,1,5,2.41,25545
2017,27,1,1,0,0.63,1086
2016,14,5,1,0,12.25,1067
2017,11,3,1,5,2.9,10471
2016,50,0,1,6,1.53,416
2017,18,1,2,0,1.29,4653
2016,9,3,2,5,0.28,306
2017,37,4,1,6,13.5,116
2017,18,5,2,5,23.45,645
2016,17,5,0,0,20.16,898
2016,38,0,1,6,2.51,814
2017,5,2,1,4,2.37,280
2017,18,0,2,3,1.65,552
2016,14,0,0,3,1.45,15486
2016,34,3,1,3,2.51,845
2016,10,4,0,5,4.66,32254
2017,39,4,2,1,0.55,188
2017,34,0,2,6,2.67,1303
2017,5,5,0,3,16.26,1370
2016,41,3,0,1,1.53,227
2016,24,2,1,5,0.75,5631
2017,33,4,1,1,3.61,910
2016,4,0,2,3,1.37,728
2016,0,3,1,1,1.27,25316
2017,3,2,2,4,2.4,674
2016,50,5,2,0,13.44,978
2016,5,0,2,4,5.39,981
2017,10,1,2,1,0.37,541
2016,12,3,2,0,1.64,2403
2017,38,5,0,5,14.06,879
2016,26,1,2,3,0.46,362
2016,13,0,0,4,5.43,259
2016,14,4,2,2,7.87,1229
2016,29,2,0,4,0.41,133
2016,38,3,0,3,3.78,874
2017,14,2,0,2,1.59,3694
2016,47,2,0,3,0.8,2108
2017,16,1,0,5,0.58,5943
2016,38,4,1,0,5.73,3363
2015,49,3,0,0,4.2,6382
2017,19,1,2,3,0.8,288
2016,50,1,2,3,0.41,424
2017,15,4,2,2,7.16,320
2017,37,2,1,0,1.6,5175
2016,39,2,2,6,1.09,279
2017,39,4,0,1,1.22,343
2016,0,1,0,0,0.77,652737
2017,23,0,1,4,1.97,280
2017,12,3,2,0,1.55,2356
2015,48,0,2,0,2.5,36370
2017,31,1,0,6,0.06,804
2016,44,1,1,5,0.63,12206
2016,47,4,1,5,4.3,4784
2016,19,3,1,5,3.3,4599
2016,42,5,2,0,23.85,173
2016,16,0,1,3,1.82,652
2017,5,2,2,3,1.18,21849
2016,36,4,2,0,5.27,11022
2017,34,3,0,3,1.96,1705
2016,30,5,0,5,17.47,320
2016,2,4,0,4,23.25,185
2017,21,1,2,0,0.68,5854
2016,31,5,0,0,15.66,2412
2016,48,0,0,3,2.03,6894
2016,5,2,0,3,1.08,44093
2017,24,0,1,6,1.29,553
2016,33,4,2,1,5.63,966
2017,25,0,0,0,3.93,29096
2016,41,2,2,1,1.19,131
2016,14,0,2,0,2.31,64710
2016,49,1,1,5,0.84,1510
2016,21,0,0,3,1.29,4323
2017,26,1,0,1,1.67,209
2017,33,1,2,3,1.39,3332
2017,33,3,0,2,3.07,7666
2016,24,1,2,1,0.35,203
2016,48,4,2,1,5.97,363
2017,15,4,1,2,5.6,233
2016,36,0,1,3,2.78,1718
2017,3,2,0,6,1.83,547
2017,30,3,1,5,2.49,2333
2016,51,4,2,5,5.19,451
2016,36,3,0,1,1.31,598
2016,25,2,2,3,0.35,135
2017,39,1,1,1,0.3,381
2016,44,0,2,0,2.76,133165
2017,34,0,0,0,2.63,101233
2016,37,1,0,1,0.14,130
2017,5,3,1,2,4.48,3066
2016,5,4,0,2,7.67,2725
2017,36,2,2,6,2.57,427
2017,1,2,0,3,1.91,510
2016,45,0,0,0,1.87,29828
2016,36,3,0,2,4.74,3771
2017,9,5,0,0,12.02,121
2016,7,3,0,2,4.19,987
2017,27,2,2,4,0.65,122
2016,11,4,0,1,4.32,311
2015,0,5,1,3,20.4,1513
2016,41,2,0,0,1.74,12608
2015,48,4,0,0,4.9,11183
2016,38,0,2,3,2.06,1824
2016,35,1,2,0,0.39,847
2015,49,1,0,0,1.2,3337
2017,38,0,0,4,3.7,497
2017,9,4,0,0,8.79,800
2016,23,3,2,3,3,471
2016,20,3,2,5,3.35,2200
2016,49,0,0,1,1.02,122
2016,39,1,0,1,0.29,635
2015,50,1,2,5,0.5,4648
2017,29,3,2,3,2.98,949
2017,39,0,2,0,2.66,65202
2017,5,4,2,0,5.3,29697
2017,10,0,0,1,1.3,5649
2016,15,2,2,1,0.76,254
2016,43,1,2,2,0.82,981
2017,40,0,1,6,0.55,134
2016,22,3,1,1,1.11,568
2017,22,1,1,2,0.92,378
2016,5,2,1,4,0.22,246
2015,0,0,2,4,4.3,15025
2017,2,0,1,5,2.66,1747
2016,0,4,0,3,8.22,35363
2017,31,0,1,1,0.97,4354
2017,11,4,2,2,7.65,2010
2016,19,2,0,3,1.52,675
2016,43,2,2,0,1.9,8443
2016,38,1,2,0,0.54,3759
2017,31,4,1,1,2.85,410
2017,34,2,0,6,3.1,727
2017,26,4,2,5,5.18,5139
2016,44,2,0,1,0.82,3898
2016,35,0,1,4,1.31,219
2017,25,2,2,3,0.25,101
2017,14,1,2,3,0.75,2508
2017,36,4,2,0,4.32,11134
2017,20,1,2,5,0.07,945
2017,19,0,1,5,2.8,13603
2016,1,4,1,5,7.48,3181
2016,21,1,1,0,0.55,6204
2016,37,3,0,5,4,8568
2016,43,1,2,6,0.57,268
2017,33,0,1,0,1.93,95222
2016,44,2,2,5,1.1,15356
2017,3,0,1,1,1.65,1039
2017,14,4,2,0,4.91,10878
2015,0,4,2,1,4.6,10033
2017,33,4,1,0,3.84,14709
2016,2,0,2,0,3.08,3208
2016,48,2,1,5,0.98,6651
2017,37,3,1,2,7.12,344
2017,24,5,1,5,13.89,500
2017,33,0,2,2,2.81,11985
2016,24,0,2,0,1.75,26886
2016,29,0,2,3,3.87,3109
2017,7,1,1,3,1.66,696
2016,14,2,1,5,0.93,11065
2017,33,0,1,5,1.69,61196
2017,21,1,0,2,0.64,2776
2017,34,4,0,2,8.16,2720
2016,32,4,0,0,7.26,3356
2016,48,2,1,4,1.56,233
2015,47,4,1,5,3.8,4630
2017,34,5,2,5,17.36,1260
2016,6,2,2,5,0.92,5176
2017,37,0,0,3,2.11,3134
2016,12,3,1,0,1.94,2297
2016,34,3,2,1,1.94,428
2016,2,3,0,0,2.31,2083
2017,10,0,1,6,2.11,2054
2015,45,4,1,0,4.1,1580
2016,48,1,2,3,1.18,1173
2016,7,2,1,0,0.95,4498
2016,32,0,0,0,3.25,19060
2016,36,5,0,5,15.54,2873
2016,4,1,1,5,1.4,2272
2016,36,3,1,0,2.87,19922
2016,17,3,0,5,2.41,7973
2017,8,4,0,0,3.65,1921
2016,10,0,0,6,1.81,3971
2017,37,0,1,4,4.16,1783
2017,30,5,0,5,11.59,337
2017,27,0,0,0,2.4,10221
2016,19,2,2,0,2.19,5682
2017,4,5,1,5,15.64,209
2017,12,2,2,1,0.77,546
2017,6,3,0,1,2.65,523
2017,34,5,0,0,16.53,2310
2016,10,0,1,3,1.97,19809
2017,21,2,1,0,0.84,7854
2017,37,1,2,4,1.65,550
2016,48,1,2,5,0.86,4523
2016,24,2,1,3,1.95,300
2016,6,2,2,6,0.96,218
2016,14,1,2,1,1.25,602
2015,47,0,0,2,2.6,13305
2016,37,1,2,3,1.73,553
2016,50,1,1,5,0.33,5017
2016,23,3,2,5,2.3,14922
2016,44,5,2,0,19.35,3237
2016,39,4,2,2,10.33,694
2016,6,1,1,6,1.06,299
2016,50,0,2,5,2.2,25914
2016,34,3,1,4,5.85,216
2016,48,1,1,2,0.3,214
2017,36,0,1,5,2.37,48538
2017,14,2,0,3,0.94,5437
2016,40,3,0,0,2.56,3610
2016,29,2,1,3,2.19,1095
2017,26,3,2,5,2.74,8956
2017,24,3,0,0,1.67,18816
2016,3,2,1,2,1.97,470
2016,37,4,2,0,7.99,3131
2016,47,3,0,0,2.57,28966
2016,20,5,0,5,11.66,372
2017,36,3,1,1,1.26,304
2017,6,2,2,5,1.14,5315
2016,33,3,0,2,3.38,7976
2017,23,1,0,3,1.37,1335
2016,18,1,1,0,1,4849
2016,24,0,0,3,1.1,1674
2017,6,3,2,0,2.22,9393
2015,49,2,0,5,2.2,3967
2016,40,3,0,5,2.16,2993
2016,37,1,1,0,1.22,4491
2017,34,1,1,6,0.58,609
2016,14,0,0,2,3.15,13450
2016,4,4,1,0,6.31,2480
2017,16,4,1,5,3.59,2673
2016,29,3,1,0,3.73,4579
2016,19,4,2,2,12.25,1088
2016,30,1,1,0,0.75,1270
2016,38,2,0,6,2.69,539
2016,10,1,0,2,0.78,5546
2016,0,3,0,1,1.31,55651
2016,27,1,1,4,0.05,160
2016,28,4,0,5,4.36,2988
2016,7,3,1,5,1.42,4847
2017,5,1,0,2,0.76,3099
2016,18,4,0,5,8.42,6995
2017,19,2,2,0,1.84,5889
2017,12,3,0,5,1.53,1096
2016,31,1,2,6,0.43,387
2017,25,2,2,0,1.92,3803
2016,7,0,1,1,0.74,723
2016,32,2,1,0,0.99,2519
2016,32,4,0,4,17.23,416
2016,32,2,0,5,1.05,1485
2016,15,1,2,2,0.43,487
2016,24,1,2,6,0.67,253
2017,29,0,0,3,2.31,6919
2017,38,2,1,3,1.82,683
2017,7,3,0,2,3.57,937
2016,44,0,0,6,2.65,4926
2016,33,2,0,3,1.51,9069
2016,5,0,1,5,2.13,77277
2017,1,2,0,5,1.47,8023
2017,23,0,1,3,1.93,1976
2017,30,1,0,3,0.73,107
2017,7,2,1,0,0.85,4551
2017,1,3,2,2,5.06,2002
2017,22,2,0,3,1.5,2468
2017,2,0,0,3,0.19,298
2016,22,0,2,3,4.15,3355
2017,11,4,1,2,6.77,1370
2017,22,2,0,0,0.9,20080
2016,5,1,2,5,0.41,11169
2016,10,5,1,5,14.95,1908
2017,3,2,2,1,0.79,403
2017,3,4,1,3,5.82,608
2015,47,3,0,1,1.1,1788
2016,29,2,0,5,2.66,3260
2015,47,5,0,5,15.3,1380
2017,23,4,0,5,3.72,15776
2017,16,3,0,0,1.82,10416
2017,36,5,1,5,13.06,1006
2016,39,4,1,2,12.91,464
2016,33,0,1,0,1.93,94471
2017,3,0,0,0,2.52,68863
2016,44,4,2,3,11.19,4231
2016,15,3,0,5,2.52,19495
2017,10,0,0,6,2.33,4178
2016,42,1,2,5,0.25,728
2017,5,4,2,5,4.38,17436
